GEOID,Males (1-3),Males (4-8),Males (9-13),Males (14-18),Males (19-30),Males (31-50),Males (51-70),Males (71+),Females (1-3),Females (4-8),Females (9-13),Females (14-18),Females (19-30),Females (31-50),Females (50-70),Females (71+)
250251401021,36,54,46,44,95,143,131,31,33,42,50,23,106,194,116,42
250251401022,32,19,29,26,67,124,101,36,26,24,27,18,80,136,109,54
250251401023,26,27,27,16,64,128,97,38,29,31,35,13,40,139,101,49
250251401024,39,49,68,43,129,168,159,46,55,42,61,38,95,212,166,77
250251401051,71,66,85,58,175,318,258,86,50,61,71,50,174,373,328,135
250251401052,44,38,48,35,148,147,118,19,41,45,52,41,159,198,136,47
250251401061,66,67,54,26,101,135,119,44,48,44,45,26,130,227,165,98
250251401062,17,35,26,12,50,44,29,7,23,18,19,15,50,86,57,18
250251401071,50,63,71,48,160,212,200,72,46,49,64,29,137,270,240,121
250251401072,16,21,23,10,61,108,62,25,20,16,17,9,62,106,115,28
250251402011,42,34,30,23,99,157,117,36,28,28,34,16,95,169,128,53
250251402012,32,36,28,22,66,142,104,31,29,37,26,24,83,146,127,50
250251402021,40,32,27,27,72,121,88,23,26,28,27,20,84,148,110,43
250251402022,62,71,60,35,108,158,103,33,53,76,64,44,100,253,168,68
250251402023,30,21,37,13,91,121,134,33,27,31,19,18,70,139,158,45
250251402024,40,40,44,27,105,211,198,65,41,46,38,34,101,235,187,109
250251402025,28,18,29,16,49,85,108,26,14,26,28,14,26,97,108,48
250251403001,23,35,,18,75,129,114,15,32,29,28,19,93,135,109,27
250251403002,24,26,30,29,93,104,90,16,20,30,39,21,82,128,95,35
250251403003,37,18,47,23,136,163,152,92,31,17,48,26,83,196,172,182
250251403004,21,17,25,18,64,78,106,16,11,17,27,11,65,87,111,31
250251403005,32,35,45,19,79,155,98,50,31,45,39,30,68,178,146,84
250251403006,52,55,38,41,115,163,137,33,51,45,47,33,117,203,170,43
250251404001,20,14,21,16,57,75,52,31,21,16,22,17,70,87,81,54
250251404002,21,31,29,19,89,114,125,28,25,23,31,25,91,145,159,48
